"GoldLabel","Premise","Hypothesis","PairID","CZpremise","CZhypothesis"
"contradiction","A woman walking in front of a yellow building.","The woman is running down the street.","2126984420.jpg#3r1c","Žena kráčející před žlutou budovou.","Ta žena běží po ulici."
"neutral","A woman walking in front of a yellow building.","The woman is walking for exercise.","2126984420.jpg#3r1n","Žena kráčející před žlutou budovou.","Ta žena jde cvičit."
"entailment","A woman walking in front of a yellow building.","The woman is walking.","2126984420.jpg#3r1e","Žena kráčející před žlutou budovou.","Ta žena chodí."
"neutral","A man bakes in a kitchen while wearing gloves and a hat.","The man is baking a cake.","4354222843.jpg#2r1n","Muž peče v kuchyni a má rukavice a klobouk.","Ten chlap peče dort."
"contradiction","A man bakes in a kitchen while wearing gloves and a hat.","The man is throwing food everywhere.","4354222843.jpg#2r1c","Muž peče v kuchyni a má rukavice a klobouk.","Ten chlap hází všude jídlo."
"entailment","A man bakes in a kitchen while wearing gloves and a hat.","The man is using the oven.","4354222843.jpg#2r1e","Muž peče v kuchyni a má rukavice a klobouk.","Ten muž používá troubu."
"neutral","The little blond-haired child is walking up the slope.","A child is walking towards his mother.","2892413015.jpg#2r1n","Malá blonďatá holčička jde po svahu.","Dítě jde ke své matce."
"entailment","The little blond-haired child is walking up the slope.","A child is walking.","2892413015.jpg#2r1e","Malá blonďatá holčička jde po svahu.","Chodí dítě."
"contradiction","The little blond-haired child is walking up the slope.","A little girl is walking down the stairs.","2892413015.jpg#2r1c","Malá blonďatá holčička jde po svahu.","Po schodech jde malá holčička."
"contradiction","A woman in a purple shirt buying food from a street vendor.","A man buys a tv at Best Buy.","3487533923.jpg#2r1c","Žena ve fialové košili kupuje jídlo od pouličního prodavače.","Muž si koupí televizi v Best Buy."
"neutral","A woman in a purple shirt buying food from a street vendor.","A woman buys some fruit from a street vendor.","3487533923.jpg#2r1n","Žena ve fialové košili kupuje jídlo od pouličního prodavače.","Žena koupí nějaké ovoce od pouličního prodavače."
"entailment","A woman in a purple shirt buying food from a street vendor.","A woman makes a purchase from a vendor outside.","3487533923.jpg#2r1e","Žena ve fialové košili kupuje jídlo od pouličního prodavače.","Žena udělá nákup u prodavače venku."
"entailment","A woman is looking at a pamphlet talking to someone, while a guy takes photos in the background.","Discussing a pamphlet.","2315113960.jpg#1r1e","Žena se dívá na leták, kde s někým mluví, zatímco chlap fotí v pozadí.","Diskutuje o brožuře."
"neutral","A woman is looking at a pamphlet talking to someone, while a guy takes photos in the background.","Photo shoot preparation.","2315113960.jpg#1r1n","Žena se dívá na leták, kde s někým mluví, zatímco chlap fotí v pozadí.","Příprava focení."
"contradiction","A woman is looking at a pamphlet talking to someone, while a guy takes photos in the background.","Three people take pictures.","2315113960.jpg#1r1c","Žena se dívá na leták, kde s někým mluví, zatímco chlap fotí v pozadí.","Tři lidé se fotí."
"neutral","A woman hanging out her laundry on the line.","A woman hangs her wash out to save money.","4555935886.jpg#4r1n","Žena, která věší prádlo na šňůru.","Žena věší prádlo, aby ušetřila."
"contradiction","A woman hanging out her laundry on the line.","A man fixes a dryer.","4555935886.jpg#4r1c","Žena, která věší prádlo na šňůru.","Chlap spraví sušičku."
"entailment","A woman hanging out her laundry on the line.","A lady does her laundry.","4555935886.jpg#4r1e","Žena, která věší prádlo na šňůru.","Dáma si pere."
"entailment","Old man crafting something in his workshop.","An old man is working.","4530729176.jpg#3r1e","Stařík něco kutil ve své dílně.","Starý muž pracuje."
"neutral","Old man crafting something in his workshop.","An old man is working at his home workshop.","4530729176.jpg#3r1n","Stařík něco kutil ve své dílně.","Starý muž pracuje ve své domácí dílně."
"contradiction","Old man crafting something in his workshop.","An old man is snoring.","4530729176.jpg#3r1c","Stařík něco kutil ve své dílně.","Nějaký stařec chrápe."
"contradiction","A man with an open shirt and glasses holding a microphone and another man in a bowler hat and plaid suit using a bow on an instrument.","The singer and musician are in the bathroom.","3747821314.jpg#2r1c","Muž s rozhalenou košilí a brýlemi s mikrofonem v ruce a další muž v buřince a kostkovaném obleku s mašlí na nástroji.","Zpěvák a muzikant jsou v koupelně."
"neutral","A man with an open shirt and glasses holding a microphone and another man in a bowler hat and plaid suit using a bow on an instrument.","Sam and Ben are playing in a bar.","3747821314.jpg#2r1n","Muž s rozhalenou košilí a brýlemi s mikrofonem v ruce a další muž v buřince a kostkovaném obleku s mašlí na nástroji.","Sam a Ben hrají v baru."
"entailment","A man with an open shirt and glasses holding a microphone and another man in a bowler hat and plaid suit using a bow on an instrument.","The singer wears glasses and the man on the stringed instrument is wearing a hat.","3747821314.jpg#2r1e","Muž s rozhalenou košilí a brýlemi s mikrofonem v ruce a další muž v buřince a kostkovaném obleku s mašlí na nástroji.","Zpěvák nosí brýle a muž na strunném nástroji má klobouk."
"entailment","a dog chases another dog.","Two dogs are running.","2309327462.jpg#4r1e","pes honí jiného psa.","Dva psi utíkají."
"contradiction","a dog chases another dog.","Two dogs are running after a cat.","2309327462.jpg#4r1n","pes honí jiného psa.","Dva psi běží za kočkou."
"contradiction","a dog chases another dog.","Two dogs are lying on the grass.","2309327462.jpg#4r1c","pes honí jiného psa.","Na trávě leží dva psi."
"entailment","A girl standing by a decorated structural beam poses for a picture.","A girl poses for a picture.","3466015690.jpg#4r1e","Dívka stojící u vyzdobeného nosníku pózuje pro fotku.","Dívka pózuje pro fotku."
"neutral","A girl standing by a decorated structural beam poses for a picture.","A girl poses for a picture with her sister.","3466015690.jpg#4r1n","Dívka stojící u vyzdobeného nosníku pózuje pro fotku.","Dívka pózuje pro fotku se svou sestrou."
"contradiction","A girl standing by a decorated structural beam poses for a picture.","A man tries on a new tie.","3466015690.jpg#4r1c","Dívka stojící u vyzdobeného nosníku pózuje pro fotku.","Muž si zkouší novou kravatu."
"entailment","Skateboarder jumps off a 5 ft cliff, performing a stunt.","A skateboarder is doing a dangerous stunt.","6477783923.jpg#1r1e","Skejťák skočil z 5 stop vysokého útesu a předvedl kaskadérský kousek.","Skateboardista dělá nebezpečný kousek."
"contradiction","Skateboarder jumps off a 5 ft cliff, performing a stunt.","A skateboarder is swimming with sharks.","6477783923.jpg#1r1c","Skejťák skočil z 5 stop vysokého útesu a předvedl kaskadérský kousek.","Skateboardista plave se žraloky."
"neutral","Skateboarder jumps off a 5 ft cliff, performing a stunt.","A skateboarder is about to fall off his skateboard.","6477783923.jpg#1r1n","Skejťák skočil z 5 stop vysokého útesu a předvedl kaskadérský kousek.","Skateboardista se chystá spadnout ze skateboardu."
"entailment","A bearded man wearing a blue shirt is playing an acoustic guitar.","The man is making music.","2201136364.jpg#1r1e","Vousatý muž v modré košili hraje na akustickou kytaru.","Ten muž dělá hudbu."
"neutral","A bearded man wearing a blue shirt is playing an acoustic guitar.","The man is playing a concert.","2201136364.jpg#1r1n","Vousatý muž v modré košili hraje na akustickou kytaru.","Ten muž hraje koncert."
"contradiction","A bearded man wearing a blue shirt is playing an acoustic guitar.","The man is playing the drums","2201136364.jpg#1r1c","Vousatý muž v modré košili hraje na akustickou kytaru.","Ten muž hraje na bubny"
"entailment","Two hikers rest on a snow-covered mountain.","The hikers sit in the snow.","1536597926.jpg#2r1n","Dva turisté odpočívají na zasněžené hoře.","Turisté sedí ve sněhu."
"entailment","Two hikers rest on a snow-covered mountain.","The hikers are surrounded by snow.","1536597926.jpg#2r1e","Dva turisté odpočívají na zasněžené hoře.","Turisté jsou obklopeni sněhem."
"contradiction","Two hikers rest on a snow-covered mountain.","People sunbathe on a beach.","1536597926.jpg#2r1c","Dva turisté odpočívají na zasněžené hoře.","Lidé se opalují na pláži."
"entailment","a man scales the large rock.","The man is outdoors.","2480021389.jpg#3r1e","člověk leze po velké skále.","Ten muž je venku."
"contradiction","a man scales the large rock.","The man is relaxed in his bed.","2480021389.jpg#3r1c","člověk leze po velké skále.","Muž odpočívá ve své posteli."
"neutral","a man scales the large rock.","The man is using climbing equipment to scale a rock.","2480021389.jpg#3r1n","člověk leze po velké skále.","Ten muž používá horolezecké vybavení k lezení po skále."
"entailment","A man with a cowboy hat green plaid shirt, jeans, and red boots and chaps rides a bay horse next to a young boy with a cowboy hat and blue shirt, jeans and chaps rides a pony next to him.","People are riding horses and ponies outside.","5371186400.jpg#0r1e","Muž s kovbojským kloboukem, zelenou kostkovanou košilí, džínami, červenými botami a kalhotami jede na hnědém koni vedle mladého chlapce s kovbojským kloboukem a modrou košilí, džínami a kalhotami jede na poníkovi.","Venku jezdí lidé na koních a ponících."
"neutral","A man with a cowboy hat green plaid shirt, jeans, and red boots and chaps rides a bay horse next to a young boy with a cowboy hat and blue shirt, jeans and chaps rides a pony next to him.","People are riding horses and ponies for a circus event.","5371186400.jpg#0r1n","Muž s kovbojským kloboukem, zelenou kostkovanou košilí, džínami, červenými botami a kalhotami jede na hnědém koni vedle mladého chlapce s kovbojským kloboukem a modrou košilí, džínami a kalhotami jede na poníkovi.","Lidé jezdí na koních a ponících na cirkusovou akci."
"contradiction","A man with a cowboy hat green plaid shirt, jeans, and red boots and chaps rides a bay horse next to a young boy with a cowboy hat and blue shirt, jeans and chaps rides a pony next to him.","A man is riding a motorcycle next to a boy on a bicycle.","5371186400.jpg#0r1c","Muž s kovbojským kloboukem, zelenou kostkovanou košilí, džínami, červenými botami a kalhotami jede na hnědém koni vedle mladého chlapce s kovbojským kloboukem a modrou košilí, džínami a kalhotami jede na poníkovi.","Muž jede na motorce vedle chlapce na kole."
"neutral","A man walking by a cement column next to the sea.","There are large waves in the sea.","4760159167.jpg#3r1n","Muž procházející kolem betonového sloupu vedle moře.","V moři jsou velké vlny."
"contradiction","A man walking by a cement column next to the sea.","A man is sitting near the sea.","4760159167.jpg#3r1c","Muž procházející kolem betonového sloupu vedle moře.","U moře sedí muž."
"entailment","A man walking by a cement column next to the sea.","There is a person near some water.","4760159167.jpg#3r1e","Muž procházející kolem betonového sloupu vedle moře.","U vody je nějaká osoba."
"neutral","A person on a brown horse in a prairie in front of tall mountains.","The horseback rider is traveling from one ranch to another","270816949.jpg#1r1n","Osoba na hnědém koni v prérii před vysokými horami.","Jezdec na koni cestuje z jednoho ranče na druhý"
"entailment","A person on a brown horse in a prairie in front of tall mountains.","A person is riding on a brown horse in the midst of a prairie shadowed by mountains","270816949.jpg#1r1e","Osoba na hnědém koni v prérii před vysokými horami.","Osoba jede na hnědém koni uprostřed prérie stíněné horami"
"contradiction","A person on a brown horse in a prairie in front of tall mountains.","The rider is actually a cat hunched over on top of a horse","270816949.jpg#1r1c","Osoba na hnědém koni v prérii před vysokými horami.","Jezdec je vlastně kočka shrbená na koni"
"contradiction","People are standing around visiting near a fountain.","People are inside, sitting at a concert.","4726714032.jpg#2r1c","Lidé postávají kolem a navštěvují fontánu.","Lidé jsou uvnitř, sedí na koncertě."
"entailment","People are standing around visiting near a fountain.","People are standing outside.","4726714032.jpg#2r1e","Lidé postávají kolem a navštěvují fontánu.","Venku stojí lidé."
"neutral","People are standing around visiting near a fountain.","People are standing around the new fountain in the city hall.","4726714032.jpg#2r1n","Lidé postávají kolem a navštěvují fontánu.","Lidé postávají kolem nové fontány na radnici."
"entailment","A young boy riding on the shoulders of a man outdoors.","A man has a yound boy on his shoulders outside.","4510479045.jpg#4r1e","Mladý chlapec jedoucí na ramenou muže venku.","Muž má venku na ramenou mladého chlapce."
"contradiction","A young boy riding on the shoulders of a man outdoors.","A single woman is inside cooking dinner for her only child, her daughter.","4510479045.jpg#4r1c","Mladý chlapec jedoucí na ramenou muže venku.","Svobodná žena uvnitř vaří večeři pro své jediné dítě, svou dceru."
"neutral","A young boy riding on the shoulders of a man outdoors.","A man and his son are outside at the park.","4510479045.jpg#4r1n","Mladý chlapec jedoucí na ramenou muže venku.","Muž a jeho syn jsou venku v parku."
"neutral","A man with a mustache is playing ice hockey with snow in the background.","A man is on a frozen lake.","6902201445.jpg#3r1n","Muž s knírkem hraje lední hokej se sněhem v pozadí.","Muž je na zamrzlém jezeře."
"contradiction","A man with a mustache is playing ice hockey with snow in the background.","People are swimming in the lake.","6902201445.jpg#3r1c","Muž s knírkem hraje lední hokej se sněhem v pozadí.","V jezeře plavou lidé."
"neutral","A man with a mustache is playing ice hockey with snow in the background.","A person is practicing hockey.","6902201445.jpg#3r1e","Muž s knírkem hraje lední hokej se sněhem v pozadí.","Člověk trénuje hokej."
"neutral","A young girl holding a stuffed pig smiles.","A young kid holds her favorite toy.","3454754632.jpg#4r1n","Mladá dívka s vycpaným prasetem se usmívá.","Mladé dítě drží svou oblíbenou hračku."
"entailment","A young girl holding a stuffed pig smiles.","A young child holds a stuffed pig.","3454754632.jpg#4r1e","Mladá dívka s vycpaným prasetem se usmívá.","Malé dítě drží vycpané prase."
"contradiction","A young girl holding a stuffed pig smiles.","A young girl holds her stuffed bear.","3454754632.jpg#4r1c","Mladá dívka s vycpaným prasetem se usmívá.","Mladá dívka drží svého plyšového medvídka."
"contradiction","Sisters waiting for their dinner to be served at a restaurant while listening to live music.","A husband and wife are waiting for their meal to be served.","4030022254.jpg#0r1c","Sestry, které čekají, až jim v restauraci naservírují večeři, zatímco poslouchají živou hudbu.","Manželé čekají, až jim bude servírováno jídlo."
"neutral","Sisters waiting for their dinner to be served at a restaurant while listening to live music.","Twin sisters are celebrating their birthday at a fancy restaurant.","4030022254.jpg#0r1n","Sestry, které čekají, až jim v restauraci naservírují večeři, zatímco poslouchají živou hudbu.","Dvojčata slaví narozeniny v luxusní restauraci."
"entailment","Sisters waiting for their dinner to be served at a restaurant while listening to live music.","Two women are getting ready to eat.","4030022254.jpg#0r1e","Sestry, které čekají, až jim v restauraci naservírují večeři, zatímco poslouchají živou hudbu.","Dvě ženy se chystají jíst."
"entailment","A woman dressed in a blue tennis outfit is returning a hit with her tennis racket","A woman is playing sports.","2393924525.jpg#0r1e","Žena oblečená v modrém tenisovém úboru vrací ránu svou tenisovou raketou","Žena hraje sport."
"contradiction","A woman dressed in a blue tennis outfit is returning a hit with her tennis racket","A woman is picking flowers.","2393924525.jpg#0r1c","Žena oblečená v modrém tenisovém úboru vrací ránu svou tenisovou raketou","Žena trhá květiny."
"neutral","A woman dressed in a blue tennis outfit is returning a hit with her tennis racket","A woman is in the Olympics.","2393924525.jpg#0r1n","Žena oblečená v modrém tenisovém úboru vrací ránu svou tenisovou raketou","Žena je na olympiádě."
"neutral","Blond tennis player pauses to view the crowd.","A tennis player is getting anxious because all the people are watching.","23012662.jpg#4r1n","Blonďatá tenistka se zastaví, aby si prohlédla dav.","Tenista začíná být nervózní, protože se všichni dívají."
"entailment","Blond tennis player pauses to view the crowd.","A tennis player is looking at the crowd.","23012662.jpg#4r1e","Blonďatá tenistka se zastaví, aby si prohlédla dav.","Tenistka se dívá na dav."
"contradiction","Blond tennis player pauses to view the crowd.","The basketball player is looking at everyone.","23012662.jpg#4r1c","Blonďatá tenistka se zastaví, aby si prohlédla dav.","Basketbalista se dívá na všechny."
"entailment","A man on a bicycle, wearing an all black outfit, looks as though he's hanging in midair over a bridge.","a man on a bike in all black hangs appears to hang in the air over a bridge","4271560578.jpg#1r1e","Muž na kole, oblečený do černého, vypadá, jako by visel ve vzduchu nad mostem.","zdá se, že muž na kole v černém visí ve vzduchu nad mostem"
"contradiction","A man on a bicycle, wearing an all black outfit, looks as though he's hanging in midair over a bridge.","a man walking down the road watches birds","4271560578.jpg#1r1c","Muž na kole, oblečený do černého, vypadá, jako by visel ve vzduchu nad mostem.","muž kráčející po cestě pozoruje ptáky"
"entailment","A man on a bicycle, wearing an all black outfit, looks as though he's hanging in midair over a bridge.","a man on a bike does a jump on a bridge","4271560578.jpg#1r1n","Muž na kole, oblečený do černého, vypadá, jako by visel ve vzduchu nad mostem.","muž na kole skočí na most"
"neutral","A young man, without apparent protective gear, is on a bicycle jumping over small hills of sand or gravel, with a long bridge and tall buildings in the background.","A young man is racing home to eat dinner.","4271560578.jpg#0r1n","Mladý muž bez zjevného ochranného oděvu je na kole a skáče přes malé kopečky písku nebo štěrku, s dlouhým mostem a vysokými budovami v pozadí.","Mladý muž se řítí domů, aby si dal večeři."
"contradiction","A young man, without apparent protective gear, is on a bicycle jumping over small hills of sand or gravel, with a long bridge and tall buildings in the background.","A young man is swimming in the ocean.","4271560578.jpg#0r1c","Mladý muž bez zjevného ochranného oděvu je na kole a skáče přes malé kopečky písku nebo štěrku, s dlouhým mostem a vysokými budovami v pozadí.","V oceánu plave mladý muž."
"entailment","A young man, without apparent protective gear, is on a bicycle jumping over small hills of sand or gravel, with a long bridge and tall buildings in the background.","A young male is riding his bicycle over small hills.","4271560578.jpg#0r1e","Mladý muž bez zjevného ochranného oděvu je na kole a skáče přes malé kopečky písku nebo štěrku, s dlouhým mostem a vysokými budovami v pozadí.","Mladý samec jede na kole přes malé kopečky."
"neutral","Two people one in a brown shirt wearing a backpack and the other wearing a pick sweater and bike helmet are kneeling at a bicycle tire.","A tall person in a shirt","2683823978.jpg#0r1n","Dva lidé, jeden v hnědé košili s batohem na zádech a druhý v krumpáči a cyklistické helmě, klečí u kola.","Vysoký člověk v košili"
"contradiction","Two people one in a brown shirt wearing a backpack and the other wearing a pick sweater and bike helmet are kneeling at a bicycle tire.","Nobody has a shirt on","2683823978.jpg#0r1c","Dva lidé, jeden v hnědé košili s batohem na zádech a druhý v krumpáči a cyklistické helmě, klečí u kola.","Nikdo nemá tričko"
"entailment","Two people one in a brown shirt wearing a backpack and the other wearing a pick sweater and bike helmet are kneeling at a bicycle tire.","A person in a shirt","2683823978.jpg#0r1e","Dva lidé, jeden v hnědé košili s batohem na zádech a druhý v krumpáči a cyklistické helmě, klečí u kola.","Osoba v košili"
"contradiction","An older man in an apron cleaning.","A woman is painting her fingernails.","287641817.jpg#4r1c","Starší muž v zástěře uklízí.","Žena si lakuje nehty."
"entailment","An older man in an apron cleaning.","A man cleans.","287641817.jpg#4r1e","Starší muž v zástěře uklízí.","Muž uklízí."
"neutral","An older man in an apron cleaning.","A man is mopping the floor.","287641817.jpg#4r1n","Starší muž v zástěře uklízí.","Muž vytírá podlahu."
"entailment","A woman dangles from a blue fabric connected to a tree.","A woman is hanging from a tree.","347186933.jpg#2r1e","Žena visí na modré látce spojené se stromem.","Na stromě visí žena."
"contradiction","A woman dangles from a blue fabric connected to a tree.","A woman is walking through town.","347186933.jpg#2r1c","Žena visí na modré látce spojené se stromem.","Městem prochází žena."
"neutral","A woman dangles from a blue fabric connected to a tree.","An acrobat is hanging from a tree.","347186933.jpg#2r1n","Žena visí na modré látce spojené se stromem.","Na stromě visí akrobat."
"neutral","Two young men sitting at the end of a long table eating; there are 3 plates full of food, two glasses with a yellow colored drink and a small orange case on the table.","A small light orange case is on the table.","86289696.jpg#0r1n","Dva mladíci sedí na konci dlouhého stolu a jedí; na stole jsou 3 talíře plné jídla, dvě sklenice se žlutým nápojem a malé oranžové pouzdro.","Na stole leží malé světle oranžové pouzdro."
"contradiction","Two young men sitting at the end of a long table eating; there are 3 plates full of food, two glasses with a yellow colored drink and a small orange case on the table.","A small white case is on the table.","86289696.jpg#0r1c","Dva mladíci sedí na konci dlouhého stolu a jedí; na stole jsou 3 talíře plné jídla, dvě sklenice se žlutým nápojem a malé oranžové pouzdro.","Na stole leží malé bílé pouzdro."
"entailment","Two young men sitting at the end of a long table eating; there are 3 plates full of food, two glasses with a yellow colored drink and a small orange case on the table.","A small orange case is on the table.","86289696.jpg#0r1e","Dva mladíci sedí na konci dlouhého stolu a jedí; na stole jsou 3 talíře plné jídla, dvě sklenice se žlutým nápojem a malé oranžové pouzdro.","Na stole leží malé oranžové pouzdro."
"contradiction","A small child with a blue hood is looking out the window.","A baby is crying","406035237.jpg#3r1c","Z okna se dívá malé dítě s modrou kapucí.","Dítě pláče"
"entailment","A small child with a blue hood is looking out the window.","A child is looking out a window","406035237.jpg#3r1e","Z okna se dívá malé dítě s modrou kapucí.","Dítě se dívá z okna"
"neutral","A small child with a blue hood is looking out the window.","A child is excited","406035237.jpg#3r1n","Z okna se dívá malé dítě s modrou kapucí.","Dítě je vzrušené"
"contradiction","A black dog plays with a white and blue colored stuffed animal.","A white dog is begging for food.","2750832671.jpg#0r1c","Černý pes si hraje s bílým a modrým plyšákem.","Bílý pes žebrá o jídlo."
"entailment","A black dog plays with a white and blue colored stuffed animal.","A dog is playing with a stuffed animal.","2750832671.jpg#0r1e","Černý pes si hraje s bílým a modrým plyšákem.","Pes si hraje s plyšákem."
"neutral","A black dog plays with a white and blue colored stuffed animal.","The dog is not supposed to have the stuffed animal.","2750832671.jpg#0r1n","Černý pes si hraje s bílým a modrým plyšákem.","Ten pes nemá mít plyšáka."
"contradiction","A man is jumping over a rock.","A woman is hiking.","4557915399.jpg#4r1c","Muž skáče přes kámen.","Žena je na túře."
"neutral","A man is jumping over a rock.","A hiker shows off his agility.","4557915399.jpg#4r1n","Muž skáče přes kámen.","Turista předvádí svou mrštnost."
"entailment","A man is jumping over a rock.","A man jumped.","4557915399.jpg#4r1e","Muž skáče přes kámen.","Jeden muž skočil."
"neutral","Old woman chasing away two lambs with a broom.","A black woman is chasing two grey lambs.","5042057368.jpg#3r1n","Stará žena, která zahání dvě jehňata koštětem.","Černoška honí dvě šedá jehňata."
"contradiction","Old woman chasing away two lambs with a broom.","A woman is chasing two turtles with a mop.","5042057368.jpg#3r1c","Stará žena, která zahání dvě jehňata koštětem.","Žena honí dvě želvy s mopem."
"entailment","Old woman chasing away two lambs with a broom.","There is a woman and some animals.","5042057368.jpg#3r1e","Stará žena, která zahání dvě jehňata koštětem.","Je tam žena a nějaká zvířata."
"entailment","A group of children of varying ages are sitting at large tables eating.","The children are all sitting down.","2736264705.jpg#2r1e","Skupina dětí různého věku sedí u velkých stolů a jí.","Všechny děti už sedí."
"contradiction","A group of children of varying ages are sitting at large tables eating.","The children are playing tag.","2736264705.jpg#2r1c","Skupina dětí různého věku sedí u velkých stolů a jí.","Děti si hrají na babu."
"neutral","A group of children of varying ages are sitting at large tables eating.","The children are in the cafeteria.","2736264705.jpg#2r1n","Skupina dětí různého věku sedí u velkých stolů a jí.","Děti jsou v jídelně."
"contradiction","A woman sitting in a tan chair beside of a dog while smiling at the camera.","A man sitting in a tan chair beside of a dog while smiling at the camera.","44201115.jpg#1r1c","Žena sedící v opáleném křesle vedle psa a usmívající se do kamery.","Muž sedící v opáleném křesle vedle psa a usmívající se do kamery."
"contradiction","A woman sitting in a tan chair beside of a dog while smiling at the camera.","The man is an actor at a photoshoot.","44201115.jpg#1r1n","Žena sedící v opáleném křesle vedle psa a usmívající se do kamery.","Ten muž je herec na focení."
"contradiction","A woman sitting in a tan chair beside of a dog while smiling at the camera.","A man smiles into the camera iwth his dog nearby.","44201115.jpg#1r1e","Žena sedící v opáleném křesle vedle psa a usmívající se do kamery.","Muž se usmívá do kamery se svým psem."
"contradiction","Three people are standing on a pier between two boats.","the people are sitting down.","7984431466.jpg#1r1c","Tři lidé stojí na molu mezi dvěma čluny.","lidé si sedají."
"neutral","Three people are standing on a pier between two boats.","They are about to get onto a boat.","7984431466.jpg#1r1n","Tři lidé stojí na molu mezi dvěma čluny.","Chystají se dostat na loď."
"entailment","Three people are standing on a pier between two boats.","Three people are on a pier.","7984431466.jpg#1r1e","Tři lidé stojí na molu mezi dvěma čluny.","Tři lidé jsou na molu."
"contradiction","A skilled calligrapher is working at his art.","the calligrapher is blind and crazy and not skilled","6548404801.jpg#2r1c","Zručný kaligraf pracuje na svém umění.","kaligraf je slepý a šílený a není zručný"
"entailment","A skilled calligrapher is working at his art.","a skilled calligrapher is working","6548404801.jpg#2r1e","Zručný kaligraf pracuje na svém umění.","zručný kaligraf pracuje"
"neutral","A skilled calligrapher is working at his art.","he is creating his best art to date","6548404801.jpg#2r1n","Zručný kaligraf pracuje na svém umění.","vytváří své dosud nejlepší umění"
"contradiction","Attractive military man with weapons and ammunition sitting on top of a netted armed vehicle.","A military man lounges by a pool sipping a drink.","2579625460.jpg#0r1c","Atraktivní voják se zbraněmi a municí sedící na střeše ozbrojeného vozidla se sítí.","Voják se povaluje u bazénu a popíjí."
"neutral","Attractive military man with weapons and ammunition sitting on top of a netted armed vehicle.","Military man sits on armed vehicle in the Middle East.","2579625460.jpg#0r1n","Atraktivní voják se zbraněmi a municí sedící na střeše ozbrojeného vozidla se sítí.","Voják sedí na ozbrojeném vozidle na Blízkém východě."
"entailment","Attractive military man with weapons and ammunition sitting on top of a netted armed vehicle.","Military man sits on an armed vehicle.","2579625460.jpg#0r1e","Atraktivní voják se zbraněmi a municí sedící na střeše ozbrojeného vozidla se sítí.","Voják sedí na ozbrojeném vozidle."
"contradiction","A man in a red shirt plays his guitar while looking down.","A man playing the drums","1733590931.jpg#2r1c","Muž v červené košili hraje na kytaru a dívá se dolů.","Muž hrající na bubny"
"entailment","A man in a red shirt plays his guitar while looking down.","A man playing an instrument","1733590931.jpg#2r1e","Muž v červené košili hraje na kytaru a dívá se dolů.","Muž hrající na nástroj"
"neutral","A man in a red shirt plays his guitar while looking down.","A man practicing a song he wrote","1733590931.jpg#2r1n","Muž v červené košili hraje na kytaru a dívá se dolů.","Muž cvičící píseň, kterou napsal"
"neutral","A small colorful race car on the track with people in the background in a roped off area.","The car is moving very slowly","4830347956.jpg#1r1n","Malý barevný závodní vůz na trati s lidmi v pozadí v ohrazeném prostoru.","Auto se pohybuje velmi pomalu."
"entailment","A small colorful race car on the track with people in the background in a roped off area.","A small car rides around","4830347956.jpg#1r1e","Malý barevný závodní vůz na trati s lidmi v pozadí v ohrazeném prostoru.","Kolem jezdí malé auto"
"contradiction","A small colorful race car on the track with people in the background in a roped off area.","The car is in a show room","4830347956.jpg#1r1c","Malý barevný závodní vůz na trati s lidmi v pozadí v ohrazeném prostoru.","Auto je v předváděcí místnosti"
"contradiction","Two children examine a stack of books and games, including the game ""Poncho Pal,"" next to a piece of furniture.","Two children are taking a nap.","6451656467.jpg#0r1c","Dvě děti si vedle kusu nábytku prohlížejí hromádku knih a her včetně hry \Poncho Pal\.","Dvě děti si zdřímly."
"neutral","Two children examine a stack of books and games, including the game ""Poncho Pal,"" next to a piece of furniture.","Two children are exploring their grandparents games and books.","6451656467.jpg#0r1n","Dvě děti si vedle kusu nábytku prohlížejí hromádku knih a her včetně hry \Poncho Pal\.","Dvě děti prozkoumávají hry a knihy svých prarodičů."
"neutral","Two children examine a stack of books and games, including the game ""Poncho Pal,"" next to a piece of furniture.","Two children are looking for something to do.","6451656467.jpg#0r1e","Dvě děti si vedle kusu nábytku prohlížejí hromádku knih a her včetně hry \Poncho Pal\.","Dvě děti hledají něco na práci."
"neutral","A lady is looking at ice cream in a refrigerator.","A lady looking for vanilla ice cream.","39593539.jpg#3r1n","Dáma se dívá na zmrzlinu v ledničce.","Dáma, která hledá vanilkovou zmrzlinu."
"contradiction","A lady is looking at ice cream in a refrigerator.","A man eating ice cream.","39593539.jpg#3r1c","Dáma se dívá na zmrzlinu v ledničce.","Chlap, co jí zmrzlinu."
"neutral","A lady is looking at ice cream in a refrigerator.","A lady indoors.","39593539.jpg#3r1e","Dáma se dívá na zmrzlinu v ledničce.","Dáma uvnitř."
"neutral","A little girl in a pink soccer outfit standing in front of a soccer net","The girl is a goalie for her soccer team.","2340695455.jpg#1r1n","Holčička v růžovém fotbalovém úboru stojící před fotbalovou sítí","Ta holka je brankářka svého fotbalového týmu."
"contradiction","A little girl in a pink soccer outfit standing in front of a soccer net","The girl is throwing a frisbee.","2340695455.jpg#1r1c","Holčička v růžovém fotbalovém úboru stojící před fotbalovou sítí","Ta holka hází frisbee."
"entailment","A little girl in a pink soccer outfit standing in front of a soccer net","A girl is in front of the soccer net.","2340695455.jpg#1r1e","Holčička v růžovém fotbalovém úboru stojící před fotbalovou sítí","Dívka stojí před fotbalovou brankou."
